	Title	OAI	Authors	Full Text	Harvest date	DOI	Unnamed: 0	paper_id	ref	citedBy	publish_year
697	A circuit model of the temporal pattern generator of Caenorhabditis egg-laying behavior	oai:dspace-production:1810/237821	Mi Zhang, William R. Schafer and Rainer Breitling	No	2016-05-18T11:29:50Z	10.1186/1752-0509-4-81	122273802	8014A412	9	38	2010
698	54th Annual Meeting of the Society for Research into Hydrocephalus and Spina Bifida	oai:dspace-production:1810/237776		No	2016-05-18T11:29:50Z	10.1186/1743-8454-7-S1-S1	106314700	7AB754BB	0	1	2010
699	Visualization of large microarray experiments with space maps	oai:dspace-production:1810/237898		No	2016-05-18T11:29:50Z	10.1186/1471-2105-10-S13-O7	117629950	80EEB4B7	3	75	2009
700	Quantification and propagation of errors when converting vertebrate biomineral oxygen isotope data to temperature for palaeoclimate reconstruction	oai:dspace-production:1810/245553	Alexander J. E. Pryor, Rhiannon E. Stevens, Tamsin C. O?Connell and John R. Lister	No	2016-05-18T11:30:26Z	10.1016/j.palaeo.2014.07.003	106347035	7BCBA4A6	43	1	2014
701	Efficacy of a Crosslinked Hyaluronic Acid-Based Hydrogel as a Tear Film Supplement: A Masked Controlled Study	oai:dspace-production:1810/245431	David L. Williams and Brenda K. Mann	No	2016-05-18T11:30:25Z	10.1371/journal.pone.0099766	124492957	777C8B88	16	1	2014
702	Ultrashort echo time (UTE) imaging using  gradient pre-equalization and compressed  sensing	oai:dspace-production:1810/245456	Hilary T. Fabich, Martin Benning, Andrew J. Sederman and Daniel J. Holland	No	2016-05-18T11:30:25Z	10.1016/j.jmr.2014.06.015	2425723	763B403F	34	0	2014
703	Physical and biological characterisation of ferromagnetic fibre networks: effect of fibrin deposition on short-term in vitro responses of human osteoblasts	oai:dspace-production:1810/245775	Rose L. Spear, Brajith Srigengan, Suresh Neelakantan, Wolfram Bosbach, Roger A. Brooks and Athina E. Markaki	No	2016-05-18T11:30:27Z	10.1089/ten.tea.2014.0211	105837556	71705E64	0	0	2015
704	Prevalence and Correlates of Screen-Time in Youth: An International Perspective	oai:dspace-production:1810/245782	Andrew J. Atkin, Stephen J. Sharp, Kirsten Corder and Esther M. F. van Sluijs	No	2016-05-18T11:30:27Z	10.1016/j.amepre.2014.07.043	97701897	790AA50E	6	0	2014
705	piRNAs: from biogenesis to function	oai:dspace-production:1810/245646	Eva-Maria Weick and Eric A. Miska	No	2016-05-18T11:30:26Z	10.1242/dev.094037	13883004	80097D17	121	17	2014
706	Performance of the MROI fast tip-tilt correction system	oai:dspace-production:1810/245499	John Young, David Buscher, Martin Fisher, Christopher Haniff, Alexander Rea, Eugene Seneta, Xiaowei Sun, Donald Wilson, Allen Farris and Andres Olivares	No	2016-05-18T11:30:25Z	10.1117/12.2056497	26161823	770FFD27	0	0	2014
707	A Scalable Nanogenerator based on Self-Poled Piezoelectric Polymer Nanowires with High Energy Conversion Efficiency	oai:dspace-production:1810/245586	Richard A. Whiter, Vijay Narayan and Sohini Kar-Narayan	No	2016-05-18T11:30:26Z	10.1002/aenm.201400519	53602641	760B0CFD	17	1	2014
708	Attenuation of typical sex differences in 800 adults with autism vs. 3,900 controls	oai:dspace-production:1810/245603	Simon Baron-Cohen, Sarah Cassidy, Bonnie Auyeung, Carrie Allison, Maryam Achoukhi, Sarah Robertson, Alexa Pohl and Meng-Chuan Lai	No	2016-05-18T11:30:26Z	10.1371/journal.pone.0102251	124422565	7F212E5D	54	14	2014
709	Differential expression of Toll-like receptors and inflammatory cytokines in ovine interdigital dermatitis and footrot	oai:dspace-production:1810/245731	Rebecca Davenport, Christopher Heawood, Kate Sessford, Melissa Baker, Kerstin Baiker, Barbara Blacklaws, Jasmeet Kaler, Laura Green and Sabine T?temeyer	No	2016-05-18T11:30:27Z	10.1016/j.vetimm.2014.07.007	126147776	76CB9EF9	36	0	2014
710	Facilitated diffusion buffers noise in gene expression	oai:dspace-production:1810/245717	Armin Schoech and Nicolae Radu Zabet	No	2016-05-18T11:30:27Z	10.1103/PhysRevE.90.032701	112725719	7CCE1D13	0	1	2014
711	The Economics of Vaccination	oai:dspace-production:1810/245660	Frederick Chen and Flavio Toxvaerd	No	2016-05-18T11:30:26Z	10.1016/j.jtbi.2014.08.003	113670217	77171F7A	43	1	2014
712	Dopamine D2-Receptor Blockade Enhances Decoding of Prefrontal Signals in Humans	oai:dspace-production:1810/247611	Thorsten Kahnt, Susanna C. Weber, Helene Haker, Trevor W. Robbins and Philippe N. Tobler	No	2016-05-18T11:30:50Z	10.1523/JNEUROSCI.4182-14.2015	115353108	7B161E58	61	0	2015
713	Photosynthetic entrainment of the Arabidopsis thaliana circadian clock	oai:dspace-production:1810/245066	Michael J. Haydon, Olga Mielczarek, Fiona C. Robertson, Katherine E. Hubbard and Alex A. R. Webb	No	2016-05-18T11:30:23Z	10.1038/nature12603	2602919	7AB48836	40	36	2013
714	Hybrid architecture for shallow accumulation mode AlGaAs/GaAs heterostructures with epitaxial gates	oai:dspace-production:1810/247217	S. J. MacLeod, A. M. See, A. R. Hamilton, I. Farrer, D. A. Ritchie, J. Ritzmann, A. Ludwig and A. D. Wieck	No	2016-05-18T11:30:44Z	10.1063/1.4905210	17105500	7CE7DE09	30	0	2015
715	Compressing Sets and Multisets of Sequences	oai:dspace-production:1810/247209	Christian Steinruecken	No	2016-05-18T11:30:44Z	10.1109/TIT.2015.2392093	13987294	7688F4AC	0	1	2015
716	A new configurational bias scheme for sampling supramolecular structures	oai:dspace-production:1810/247265	Robin De Gernier, Tine Curk, Galina V. Dubacheva, Ralf P. Richter and Bortolo M. Mognetti	No	2016-05-18T11:30:44Z	10.1063/1.4904727	93027298	7CE27A41	40	0	2014
717	Atom probe tomography characterisation of a laser diode structure grown by molecular beam epitaxy	oai:dspace-production:1810/242430	Samantha Bennett, Tim Smeeton, David Saxey, George Smith, Stewart Hooper, Jonathan Heffernan, Colin Humphreys and Rachel Oliver	No	2016-05-18T11:30:03Z	10.1063/1.3692569	14661953	7626F807	30	4	2012
718	Simulation of turbulent explosion of hydrogen-air mixtures	oai:dspace-production:1810/246748	I. Ahmed and N. Swaminathan	No	2016-05-18T11:30:38Z	10.1016/j.ijhydene.2014.03.246	121313732	787A21BF	25	1	2014
719	Mobile health for cancer in low to middle income countries: priorities for research and development	oai:dspace-production:1810/246756	Isaac Holeman, Jay Evans, Dianna Kane, Liz Grant, Claudia Pagliari and David Weller	No	2016-05-18T11:30:38Z	10.1111/ecc.12250	7119824	5EA70EAD	0	0	2014
720	Mobile health for cancer in low to middle income countries: priorities for research and development	oai:dspace-production:1810/246756	Isaac Holeman, Jay Evans, Dianna Kane, Liz Grant, Claudia Pagliari and David Weller	No	2016-05-18T11:30:38Z	10.1111/ecc.12250	7120582	800B1FF8	6	2	2014
721	Explaining the CMS eejj Excess With R?parity Violating Supersymmetry and Implications for Neutrinoless Double Beta Decay	oai:dspace-production:1810/246801	Ben Allanach, Sanjoy Biswas, Subhadeep Mondal and Manimala Mitra	No	2016-05-18T11:30:38Z	10.1103/PhysRevD.91.011702	62226933	72F58084	0	0	2014
722	Pathogenesis of human papillomavirus-associated mucosal disease	oai:dspace-production:1810/246806	Ian J. Groves and Nicholas Coleman	No	2016-05-18T11:30:38Z	10.1002/path.4496	14343598	7211DCED	0	1	2015
723	High Locomotor Reactivity to Novelty Is Associated with an Increased Propensity to Choose Saccharin Over Cocaine: New Insights into the Vulnerability to Addiction	oai:dspace-production:1810/246939	Nathalie Vanhille, Aude Belin-Rauscent, Adam C Mar, Eric Ducret and David Belin	No	2016-05-18T11:30:39Z	10.1038/npp.2014.204	102951206	7A77C113	51	3	2015
724	CtIP tetramer assembly is required for DNA-end resection and repair	oai:dspace-production:1810/246946	Owen R. Davies, Josep V. Forment, Meidai Sun, Rimma Belotserkovskaya, Julia Coates, Yaron Galanty, Mukerrem Demir, Christopher Morton, Neil Rzechorzek, Stephen P. Jackson and Luca Pellegrini	No	2016-05-18T11:30:39Z	10.1038/nsmb.2937	103799823	7E32800C	49	4	2015
725	Serum protein layers on parylene-C and silicon oxide: effect on cell adhesion	oai:dspace-production:1810/246866	Evangelos Delivopoulos, Myriam M. Ouberai, Paul D. Coffey, Marcus J. Swann, Kevin M. Shakesheff and Mark E. Welland	No	2016-05-18T11:30:38Z	10.1016/j.colsurfb.2014.12.020	104994546	77D5CD35	53	1	2015
726	Dynamics of osmosis in a porous medium	oai:dspace-production:1810/246873	Silvana S. S. Cardoso and Julyan H. E. Cartwright	No	2016-05-18T11:30:39Z	10.1098/rsos.140352	77795868	77812CCE	6	0	2014
727	A Multi-Step Explicit Stereo Camera Calibration Approach to Improve Euclidean Accuracy of Large-Scale 3D Reconstruction	oai:dspace-production:1810/246880	Habib Fathi and Ioannis Brilakis	No	2016-05-18T11:30:39Z	10.1061/(ASCE)CP.1943-5487.0000454	125663787	80F1A6DC	20	1	2014
728	Towards the identification of the loci of adaptive 2 evolution	oai:dspace-production:1810/246926	Carolina Pardo-Diaz, Camilo Salazar and Chris D. Jiggins	No	2016-05-18T11:30:39Z	10.1111/2041-210X.12324	123904488	78A77C6E	2562	1	2015
729	Solar Hydrogen Production Using Carbon Quantum Dots and a Molecular Nickel Catalyst	oai:dspace-production:1810/248153	Benjamin C. M. Martindale, Georgina A. M. Hutton, Christine A. Caputo and Erwin Reisner	No	2016-05-18T11:31:01Z	10.1021/jacs.5b01650	124039248	78A8DB40	29	1	2015
730	Parametric toolpath design in metal spinning	oai:dspace-production:1810/248146	James A. Polyblank and Julian M. Allwood	No	2016-05-18T11:31:01Z	10.1016/j.cirp.2015.04.077	5946978	6CD8DAB7	10	0	2015
731	Culture Moderates Biases in Search Decisions	oai:dspace-production:1810/248035	Jake A. Pattaratanakun and Vincent Mak	No	2016-05-18T11:30:53Z	10.1177/0956797615583979	3834313	70E6D30A	0	0	2015
732	Cancer-specific variation in emergency presentation by sex, age and deprivation across 27 common and rarer cancers	oai:dspace-production:1810/248041	G. A. Abel, J. Shelton, S. Johnson, L. Elliss-Brookes and Georgios Lyratzopoulos	No	2016-05-18T11:30:53Z	10.1038/bjc.2015.52	13850067	7980E1A2	26	1	2015
733	Role of low intensity environmental disturbance in structuring the earliest (Ediacaran) macrobenthic tiered communities	oai:dspace-production:1810/248013	P. R. Wilby, C. G. Kenchington and R. L. Wilby	No	2016-05-18T11:30:53Z	10.1016/j.palaeo.2015.03.033	106344050	7A642E04	533	0	2015
734	Receptors for selective recycling	oai:dspace-production:1810/248523	David C. Rubinsztein	No	2016-05-18T11:31:05Z	10.1038/nature14532	2599526	58F51F71	0	0	2015
735	Testing the ?extreme female brain? theory of psychosis in adults with autism spectrum disorder with or without co-morbid psychosis	oai:dspace-production:1810/248531	Felicity V. Larson, Meng-Chuan Lai, Adam P. Wagner, MRC AIMS Consortium, Simon Baron-Cohen and Anthony J. Holland	No	2016-05-18T11:31:05Z	10.1371/journal.pone.0128102	124460613	6E5E74BA	49	0	2015
736	Non-decaying hydrodynamic interactions along narrow channels	oai:dspace-production:1810/248550	Karolis Misiunas, Stefano Pagliara, Eric Lauga, John R. Lister and Ulrich F. Keyser	No	2016-05-18T11:31:05Z	10.1103/PhysRevLett.115.038301	72201688	6341713A	0	0	2015
737	Efficient room temperature aqueous Sb2S3 synthesis for inorganic?organic sensitized solar cells with 5.1% efficiencies	oai:dspace-production:1810/248203	Karl C. G?del, Yong Chan Choi, Bart Roose, Aditya Sadhanala, Henry J. Snaith, Sang Il Seok, Ullrich Steiner and Sandeep K. Pathak	No	2016-05-18T11:31:01Z	10.1039/C5CC01966D	98615011	7F98AF48	9	1	2015
738	??C magnetic resonance spectroscopy measurements with hyperpolarized [1-??C] pyruvate can be used to detect the expression of transgenic pyruvate decarboxylase activity in vivo	oai:dspace-production:1810/249221	Piotr Dzien, Sui-Seng Tee, Mikko I. Kettunen, Scott K. Lyons, Timothy J. Larkin, Kerstin N. Timm, De-En Hu, Alan Wright, Tiago B. Rodrigues, Eva M. Serrao, Irene Marco-Rius, Elizabeth Mannion, Paula D?Santos, Brett W. Kennedy and Kevin M. Brindle	No	2016-05-18T11:31:13Z	10.1002/mrm.25879	101637768	73CDFAA2	0	0	2015
739	Improving pandemic influenza risk assessment	oai:dspace-production:1810/248199	Colin A. Russell, Peter M. Kasson, Ruben O. Donis, Steven Riley, John Dunbar, Andrew Rambaut, Jason Asher, Stephen Burke, C. Todd Davis, Rebecca J. Garten, Sandrasegaram Gnanakaran, Simon I. Hay, Sander Herfst, Nicola S. Lewis, James O. Lloyd-Smith, Catherine A. Macken, Sebastian Maurer-Stroh, Elizabeth Neuhaus, David L. Suarez, Susan C. Trock, Marc-Alain Widdowson, Dylan B. George, Marc Lipsitch and Jesse D. Bloom	No	2016-05-18T11:31:01Z	10.7554/eLife.03883	34074010	7CFBFC84	78	8	2014
740	Scanning precession electron tomography for three-dimensional nanoscale orientation imaging and crystallographic analysis	oai:dspace-production:1810/248213	Alexander S. Eggeman, Robert Krakow and Paul A. Midgeley	No	2016-05-18T11:31:01Z	10.1038/ncomms8267	59578611	83969424	0	0	2015
741	PI-RADS v2 - What you need to know	oai:dspace-production:1810/248933	Tristan Barrett, Baris Turkbey and Peter L. Choyke	No	2016-05-18T11:31:08Z	10.1016/j.crad.2015.06.093	14573517	6A0D1309	45	1	2015
742	Reversible migration of silver on memorized pathways in Ag-Ge40S60 films	oai:dspace-production:1810/248919	J. Orava, M. N. Kozicki, S. N. Yannopoulos and A. L. Greer	No	2016-05-18T11:31:08Z	10.1063/1.4927006	95603211	68C73E70	0	0	2015
743	Fragile-to-Strong Crossover in Supercooled Liquid Ag-In-Sb-Te Studied by Ultrafast Calorimetry	oai:dspace-production:1810/248926	Jiri Orava, Daniel W. Hewak and A. Lindsay Greer	No	2016-05-18T11:31:08Z	10.1002/adfm.201501607	95645139	7D181CDA	0	0	2015
744	Exploitation in Human Trafficking and Smuggling	oai:dspace-production:1810/248953	Paolo Campana and Federico Varese	No	2016-05-18T11:31:08Z	10.1007/s10610-015-9286-6	110019474	45A8E19C	28	0	2015
745	The effect of inclination and stand-off on the dynamic response of beams impacted by slugs of a granular material	oai:dspace-production:1810/246719	T. Uth, H. N. G. Wadley and V. S. Deshpande	No	2016-05-18T11:30:37Z	10.1016/j.ijsolstr.2014.11.019	16410189	75C378D6	31	0	2015
746	The LMO2 -25 region harbours GATA2-dependent myeloid enhancer and RUNX-dependent T-lymphoid repressor activity	oai:dspace-production:1810/248662	Nicolas Bonadies, Berthold G?ttgens and Fernando J. Calero-Nieto	No	2016-05-18T11:31:06Z	10.1371/journal.pone.0131577	124367878	59BF5B01	50	0	2015
747	CK1? restrains lipin-1 induction, lipid droplet formation and cell proliferation under hypoxia by reducing HIF-1?/ARNT complex formation	oai:dspace-production:1810/247681	Maria Kourti, Georgia Ikonomou, Nikolaos-Nikiforos Giakoumakis, Maria Anna Rapsomaniki, Ulf Landegren, Symeon Siniossoglou, Zoi Lygerou, George Simos and Ilias Mylonis	No	2016-05-18T11:30:50Z	10.1016/j.cellsig.2015.02.017	6882023	775185FA	0	0	2015
748	Allele-specific binding of ZFP57 in the epigenetic regulation of imprinted and non-imprinted monoallelic expression	oai:dspace-production:1810/248417	Ruslan Strogantsev, Felix Krueger, Kazuki Yamazawa, Hui Shi, Poppy Gould, Megan Goldman-Roberts, Kirsten McEwen, Bowen Sun, Roger Pedersen and Anne C. Ferguson-Smith	No	2016-05-18T11:31:03Z	10.1186/s13059-015-0672-7	3360216	7D130620	56	4	2015
749	Modulation of Glucagon Receptor Pharmacology by RAMP2	oai:dspace-production:1810/249047	Cathryn Weston, Jing Lu, Naichang Li, Kerry Barkan, Gareth O. Richards, David J. Roberts, Timothy M. Skerry, David Poyner, Meenakshi Pardamwar, Christopher A. Reynolds, Simon J. Dowell, Gary B. Willars and Graham Ladds	No	2016-05-18T11:31:09Z	10.1074/jbc.M114.624601	7535092	3D644FBF	0	1	2015
750	Modulation of Glucagon Receptor Pharmacology by RAMP2	oai:dspace-production:1810/249047	Cathryn Weston, Jing Lu, Naichang Li, Kerry Barkan, Gareth O. Richards, David J. Roberts, Timothy M. Skerry, David Poyner, Meenakshi Pardamwar, Christopher A. Reynolds, Simon J. Dowell, Gary B. Willars and Graham Ladds	No	2016-05-18T11:31:09Z	10.1074/jbc.M114.624601	7536601	81AA4A1F	0	0	2015
751	Measuring Theory of Mind in Middle Childhood: Reliability and Validity of the Silent Films and Strange Stories Tasks	oai:dspace-production:1810/249136	Rory T. Devine and Claire Hughes	No	2016-05-18T11:31:10Z	10.1016/j.jecp.2015.07.011	93747265	432E05C3	0	1	2015
752	Nanopore analysis of amyloid fibrils formed by lysozyme aggregation	oai:dspace-production:1810/248809	Nikolay Martyushenko, Nicholas A. W. Bell, Robin D. Lamboll and Ulrich F. Keyser	No	2016-05-18T11:31:07Z	10.1039/C5AN00530B	112488817	7483DC1A	10	0	2015
753	Internationalization within networks: exploring the relationship between inward and outward FDI in China?s auto components industry	oai:dspace-production:1810/248799	Peter Hertenstein, Dylan Sutherland and John Anderson	No	2016-05-18T11:31:07Z	10.1007/s10490-015-9422-3	14109935	7F50F2F3	27	0	2015
754	An artificial CO-releasing metalloprotein built by histidine-selective metallation	oai:dspace-production:1810/247467	In?s S. Albuquerque, H?lia F. Jeremias, Miguel Chaves-Ferreira, Dijana Matak-Vinkovic, Omar Boutureira, Carlos C. Rom?o and Gon?alo J. L. Bernardes	No	2016-05-18T11:30:46Z	10.1039/C4CC10204E	98604981	75E96161	14	1	2015
755	Antiplatelet treatment compared with anticoagulation treatment for cervical artery dissection (CADISS): a randomised trial	oai:dspace-production:1810/247521	CADISS trial investigators	No	2016-05-18T11:30:49Z	10.1016/S1474-4422(15)70018-9	117621975	80054337	15	8	2015
756	Sine dolo malo The Influence and Impact of Latin Legalese on the Oscan Law of the Tabula Bantina	oai:dspace-production:1810/247579	Robrecht Decorte	No	2016-05-18T11:30:49Z	10.1163/1568525x-12341822	78410421	84B3656D	0	0	2015
757	Systematic Review and Meta-Analysis: Yoga and Meditation in Prison	oai:dspace-production:1810/250450	Katherine M. Auty, Aiden Cope and Alison Liebling	No	2016-05-18T11:31:23Z	10.1177/0306624X15602514	108971017	66CEBB88	0	0	2015
758	Polymorphisms in a Putative Enhancer at the 10q21.2 Breast Cancer Risk Locus Regulate NRBF2 Expression	oai:dspace-production:1810/250456	Hatef Darabi, Karen McCue, Jonathan Beesley, Kyriaki Michailidou, Silje Nord, Siddhartha Kar, Keith Humphreys, Deborah Thompson, Maya Ghoussaini, Manjeet K. Bolla, Joe Dennis, Qin Wang, Sander Canisius, Christopher G. Scott, Carmel Apicella, John L. Hopper, Melissa C. Southey, Jennifer Stone, Annegien Broeks, Marjanka K. Schmidt, Rodney J. Scott, Artitaya Lophatananon, Kenneth Muir, Matthias W. Beckmann, Arif B. Ekici, Peter A. Fasching, Katharina Heusinger, Isabel dos-Santos-Silva, Julian Peto, Ian Tomlinson, Elinor J. Sawyer, Barbara Burwinkel, Frederik Marme, Pascal Gu?nel, Th?r?se Truong, Stig E. Bojesen, Henrik Flyger, Javier Benitez, Anna Gonz?lez-Neira, Hoda Anton-Culver, Susan L. Neuhausen, Volker Arndt, Hermann Brenner, Christoph Engel, Alfons Meindl, Rita K. Schmutzler, Norbert Arnold, Hiltrud Brauch, Ute Hamann, Jenny Chang-Claude, Sofia Khan, Heli Nevanlinna, Hidemi Ito, Keitaro Matsuo, Natalia V. Bogdanova, Thilo D?rk, Annika Lindblom, Sara Margolin, Veli-Matti Kosma, Arto Mannermaa, Chiu-chen Tseng, Anna H. Wu, Giuseppe Floris, Diether Lambrechts, Anja Rudolph, Paolo Peterlongo, Paolo Radice, Fergus J. Couch, Celine Vachon, Graham G. Giles, Catriona McLean, Roger L. Milne, Pierre-Antoine Dugu?, Christopher A. Haiman, Gertraud Maskarinec, Christy Woolcott, Brian E. Henderson, Mark S. Goldberg, Jacques Simard, Soo H. Teo, Shivaani Mariapun, ?slaug Helland, Vilde Haakensen, Wei Zheng, Alicia Beeghly-Fadiel, Rulla Tamimi, Arja Jukkola-Vuorinen, Robert Winqvist, Irene L. Andrulis, Julia A. Knight, Peter Devilee, Robert A. E. M. Tollenaar, Jonine Figueroa, Montserrat Garc?a-Closas, Kamila Czene, Maartje J. Hooning, Madeleine Tilanus-Linthorst, Jingmei Li, Yu-Tang Gao, Xiao-Ou Shu, Angela Cox, Simon S. Cross, Robert Luben, Kay-Tee Khaw, Ji-Yeob Choi, Daehee Kang, Mikael Hartman, Wei Yen Lim, Maria Kabisch, Diana Torres, Anna Jakubowska, Jan Lubinski, James McKay, Suleeporn Sangrajrang, Amanda E. Toland, Drakoulis Yannoukakos, Chen-Yang Shen, Jyh-Cherng Yu, Argyrios Ziogas, Minouk J. Schoemaker, Anthony Swerdlow, Anne-Lise Borresen-Dale, Vessela Kristensen, Juliet D. French, Stacey L. Edwards, Alison M. Dunning, Douglas F. Easton, Per Hall and Georgia Chenevix-Trench	No	2016-05-18T11:31:23Z	10.1016/j.ajhg.2015.05.002	98015618	6EE5F188	36	0	2015
